Date,Average_Housing_Price,Weekly_Earnings,Employment_Rate,Benefit Caseload,Housing Supply,Euro Rate,Interest Rate
2009/1/1,118624,476.9509769,58.20665185,537465,437,1.0919,1.5
2009/2/1,118127,476.9509769,58.15520528,544880,437,1.1264,1
2009/3/1,116002,476.9509769,57.2322937,547301,437,1.0867,0.5
2009/4/1,118897,468.0169888,57.2043368,551560,493,1.1157,0.5
2009/5/1,119324,468.0169888,56.98624479,556935,493,1.1295,0.5
2009/6/1,119914,468.0169888,56.71582269,562095,493,1.1682,0.5
2009/7/1,121746,488.8025463,56.48353502,566101,590,1.1622,0.5
2009/8/1,122580,488.8025463,56.46885533,569563,590,1.1597,0.5
2009/9/1,123166,488.8025463,56.36353723,573128,590,1.1212,0.5
2009/10/1,123974,475.6832845,56.53517329,576188,547,1.0928,0.5
2009/11/1,124385,475.6832845,57.41934776,577961,547,1.1126,0.5
2009/12/1,126336,475.6832845,57.41934776,581713,547,1.1127,0.5
2010/1/1,121963,504.1470192,57.41934776,588300,883,1.1327,0.5
2010/2/1,123852,504.1470192,57.24562476,593959,883,1.1415,0.5
2010/3/1,122184,504.1470192,56.90363543,596749,883,1.1092,0.5
2010/4/1,124848,488.259357,56.64399584,598999,913,1.1436,0.5
2010/5/1,124971,488.259357,56.79939256,600535,913,1.1685,0.5
2010/6/1,125368,488.259357,57.00630872,602691,913,1.2082,0.5
2010/7/1,124676,490.7956104,57.05324614,604375,680,1.1959,0.5
2010/8/1,126322,490.7956104,57.0254027,604306,680,1.2132,0.5
2010/9/1,125008,490.7956104,57.00931331,607011,680,1.1901,0.5
2010/10/1,123923,483.5135822,56.84678875,606230,713,1.1412,0.5
2010/11/1,122092,483.5135822,56.29139677,607920,713,1.1701,0.5
2010/12/1,122231,483.5135822,56.29139677,610430,713,1.1802,0.5
2011/1/1,120876,482.6187714,56.29139677,611990,723,1.1817,0.5
2011/2/1,120001,482.6187714,56.62019744,616011,723,1.1815,0.5
2011/3/1,118899,482.6187714,56.79257477,617449,723,1.1527,0.5
2011/4/1,120511,480.0616405,56.50195527,616499,880,1.1331,0.5
2011/5/1,119816,480.0616405,56.24867659,617163,880,1.1403,0.5
2011/6/1,119566,480.0616405,56.16736445,620084,880,1.1261,0.5
2011/7/1,121233,481.496995,56.36484552,619941,1063,1.1308,0.5
2011/8/1,122225,481.496995,56.65453926,621579,1063,1.1422,0.5
2011/9/1,121416,481.496995,56.53229878,623157,1063,1.147,0.5
2011/10/1,120674,469.0734135,56.68769687,622106,583,1.1487,0.5
2011/11/1,118507,469.0734135,57.13814199,625499,583,1.1659,0.5
2011/12/1,119152,469.0734135,57.13814199,626453,583,1.1843,0.5
2012/1/1,117050,495.8804867,57.13814199,630515,787,1.2034,0.5
2012/2/1,118474,495.8804867,57.06886602,633958,787,1.1941,0.5
2012/3/1,118948,495.8804867,55.57980486,635175,787,1.1981,0.5
2012/4/1,119380,509.1816087,55.99371399,634458,863,1.2161,0.5
2012/5/1,118612,509.1816087,56.3918122,636096,863,1.244,0.5
2012/6/1,120801,509.1816087,56.83708772,637911,863,1.2416,0.5
2012/7/1,120075,495.4103717,56.95387989,638886,1020,1.2688,0.5
2012/8/1,121104,495.4103717,56.78422006,640878,1020,1.2676,0.5
2012/9/1,120949,495.4103717,56.93250887,639382,1020,1.2524,0.5
2012/10/1,118182,499.0771842,56.44653261,639351,770,1.2393,0.5
2012/11/1,119974,499.0771842,55.83358117,639551,770,1.244,0.5
2012/12/1,118987,499.0771842,55.83358117,638563,770,1.231,0.5
2013/1/1,115931,504.412202,55.83358117,641937,867,1.2,0.5
2013/2/1,118279,504.412202,55.40573814,642894,867,1.1594,0.5
2013/3/1,118157,504.412202,56.18640859,638162,867,1.1634,0.5
2013/4/1,118665,509.0294541,56.37995279,638624,1183,1.175,0.5
2013/5/1,119195,509.0294541,56.35826225,640325,1183,1.1777,0.5
2013/6/1,120605,509.0294541,56.35213136,637705,1183,1.174,0.5
2013/7/1,120710,517.9122451,56.08849805,637296,1240,1.16,0.5
2013/8/1,122403,517.9122451,55.61077766,637868,1240,1.1649,0.5
2013/9/1,122287,517.9122451,55.91725233,634770,1240,1.1883,0.5
2013/10/1,120126,499.8841551,56.37425443,634406,957,1.1797,0.5
2013/11/1,121021,499.8841551,56.64456425,631168,957,1.1938,0.5
2013/12/1,122233,499.8841551,56.64456425,629732,957,1.1947,0.5
2014/1/1,120781,530.2317514,56.64456425,631417,1137,1.2097,0.5
2014/2/1,122252,530.2317514,56.30274836,631355,1137,1.2122,0.5
2014/3/1,121034,530.2317514,56.39616261,629606,1137,1.2021,0.5
2014/4/1,124342,498.4145699,56.53719387,626980,1350,1.2125,0.5
2014/5/1,124825,498.4145699,56.80471222,627499,1350,1.2267,0.5
2014/6/1,126439,498.4145699,56.63407786,626583,1350,1.2436,0.5
2014/7/1,127145,523.7143913,56.83392318,624591,1410,1.2611,0.5
2014/8/1,128635,523.7143913,57.3344393,622411,1410,1.2542,0.5
2014/9/1,128468,523.7143913,57.40811485,620833,1410,1.2639,0.5
2014/10/1,127847,510.0989638,57.38549953,618266,837,1.2678,0.5
2014/11/1,127364,510.0989638,55.9334103,613160,837,1.2646,0.5
2014/12/1,127201,510.0989638,55.9334103,610053,837,1.2686,0.5
2015/1/1,126599,520.2977053,55.9334103,612133,1090,1.3045,0.5
2015/2/1,127622,520.2977053,56.5303594,610274,1090,1.3503,0.5
2015/3/1,125873,520.2977053,57.99438256,604946,1090,1.3825,0.5
2015/4/1,127729,508.4935083,57.94356906,604495,1280,1.3856,0.5
2015/5/1,129973,508.4935083,57.60412168,600829,1280,1.3852,0.5
2015/6/1,129481,508.4935083,57.50911538,599917,1280,1.3879,0.5
2015/7/1,131688,528.3871327,57.65068656,597967,1330,1.4139,0.5
2015/8/1,132574,528.3871327,57.64140997,591257,1330,1.4004,0.5
2015/9/1,132859,528.3871327,58.22908153,591287,1330,1.3665,0.5
2015/10/1,132220,511.3387859,58.59081803,587572,1093,1.3657,0.5
2015/11/1,132916,511.3387859,57.70972674,582285,1093,1.4168,0.5
2015/12/1,132950,511.3387859,57.70972674,579806,1093,1.3769,0.5
2016/1/1,133204,539.0766687,57.70972674,578137,1493,1.3257,0.5
2016/2/1,133083,539.0766687,58.08434375,577814,1493,1.289,0.5
2016/3/1,131630,539.0766687,58.86353268,575035,1493,1.2809,0.5
2016/4/1,136500,532.2277276,58.56630896,571020,1490,1.2622,0.5
2016/5/1,137497,532.2277276,58.47204519,570003,1490,1.2846,0.5
2016/6/1,137892,532.2277276,58.42937224,568570,1490,1.2646,0.5
2016/7/1,139906,523.8776917,58.56884821,563792,1740,1.1884,0.5
2016/8/1,139750,523.8776917,58.45745165,561267,1740,1.1687,0.25
2016/9/1,139624,523.8776917,58.09923059,560308,1740,1.1722,0.25
2016/10/1,138036,543.1348363,58.45195504,554583,1363,1.119,0.25
2016/11/1,139331,543.1348363,58.78044695,552010,1363,1.1533,0.25
2016/12/1,139179,543.1348363,58.78044695,549872,1363,1.1838,0.25
2017/1/1,139003,549.1826778,58.78044695,546174,1627,1.1613,0.25
2017/2/1,140482,549.1826778,58.83477718,545965,1627,1.1732,0.25
2017/3/1,139230,549.1826778,59.82684246,543391,1627,1.1548,0.25
2017/4/1,141652,547.6037028,59.88852611,537260,1543,1.1798,0.25
2017/5/1,142498,547.6037028,59.75980018,537634,1543,1.1696,0.25
2017/6/1,144298,547.6037028,59.96689374,535753,1543,1.1403,0.25
2017/7/1,145880,548.1093419,59.65868838,531442,1497,1.1281,0.25
2017/8/1,147268,548.1093419,59.46709347,529322,1497,1.0974,0.25
2017/9/1,146802,548.1093419,59.37675854,524173,1497,1.1186,0.25
2017/10/1,146383,553.2920873,59.11856656,520961,1473,1.1227,0.25
2017/11/1,146851,553.2920873,58.9349053,517261,1473,1.1259,0.5
2017/12/1,147837,553.2920873,58.9349053,511575,1473,1.133,0.5
2018/1/1,144796,560.7185911,58.9349053,510171,1967,1.1331,0.5
2018/2/1,146586,560.7185911,59.33892551,508706,1967,1.1311,0.5
2018/3/1,144823,560.7185911,59.05164291,502774,1967,1.1328,0.5
2018/4/1,146818,537.4018662,58.93152533,498210,1727,1.1477,0.5
2018/5/1,147799,537.4018662,59.52169258,497212,1727,1.1397,0.5
2018/6/1,149186,537.4018662,59.43360262,492646,1727,1.1378,0.5
2018/7/1,151077,558.9990656,59.65283156,488554,2253,1.1269,0.5
2018/8/1,151772,558.9990656,59.87434876,485234,2253,1.1157,0.5
2018/9/1,151750,558.9990656,60.13677861,478219,2253,1.1195,0.5
2018/10/1,152467,563.7877783,60.19644708,472810,1590,1.133,0.5
2018/11/1,151860,563.7877783,59.26920272,468114,1590,1.1352,0.5
2018/12/1,151471,563.7877783,59.26920272,460776,1590,1.1128,0.5
2019/1/1,150205,575.3909255,59.26920272,456199,1903,1.1298,0.5
2019/2/1,150818,575.3909255,59.03928435,449273,1903,1.1473,0.5
2019/3/1,149518,575.3909255,60.37372803,439168,1903,1.1653,0.5
2019/4/1,150992,574.8877347,60.37372803,434188,2090,1.1603,0.5
2019/5/1,152604,574.8877347,60.08121316,429704,2090,1.1479,0.5
2019/6/1,152440,574.8877347,60.31962999,422639,2090,1.1225,0.5
2019/7/1,154588,594.500247,60.14725416,417489,1917,1.1118,0.5
2019/8/1,156053,594.500247,59.8741156,412658,1917,1.0925,0.5
2019/9/1,155419,594.500247,60.20925868,406857,1917,1.1223,0.5
2019/10/1,155204,594.7934789,60.57755555,402113,1143,1.144,0.5
2019/11/1,154553,594.7934789,60.26271634,396470,1143,1.166,0.5
2019/12/1,153685,594.7934789,60.26271634,392407,1143,1.1791,0.5
2020/1/1,153141,579.4428839,60.26271634,390019,1323,1.1779,0.5
2020/2/1,153325,579.4428839,60.30808316,385621,1323,1.1882,0.5
2020/3/1,155025,579.4428839,60.82880719,380758,1323,1.1193,0.25
2020/4/1,152528,604.9370065,60.43981787,377817,873,1.1419,0.1
2020/5/1,152857,604.9370065,60.15281127,373369,873,1.1275,0.1
2020/6/1,157055,604.9370065,59.87488964,370973,873,1.1123,0.1
2020/7/1,159413,609.3521477,59.7009917,368661,1527,1.1059,0.1
2020/8/1,161286,609.3521477,59.76333945,365408,1527,1.11,0.1
2020/9/1,162250,609.3521477,59.21101955,362984,1527,1.0993,0.1
2020/10/1,165484,603.7034504,58.45762468,360157,1463,1.1032,0.1
2020/11/1,166199,603.7034504,60.95045133,356375,1463,1.1164,0.1
2020/12/1,169085,603.7034504,60.95045133,354044,1463,1.1039,0.1
2021/1/1,170526,608.3894221,60.95045133,351602,1690,1.1205,0.1
2021/2/1,173134,608.3894221,60.86914636,349532,1690,1.1467,0.1
2021/3/1,175992,608.3894221,58.09020936,346431,1690,1.1648,0.1
2021/4/1,172587,616.0655035,57.94847358,343498,1900,1.1555,0.1
2021/5/1,172994,616.0655035,58.40927661,340858,1900,1.1596,0.1
2021/6/1,187330,616.0655035,58.55960544,338930,1900,1.1639,0.1
2021/7/1,171845,608.9537224,58.45198035,336613,1660,1.1677,0.1
2021/8/1,178467,608.9537224,58.63483451,333246,1660,1.173,0.1
2021/9/1,187266,608.9537224,59.00231524,330979,1660,1.1667,0.1
2021/10/1,177157,612.9250522,58.89689549,327186,1287,1.1806,0.1
2021/11/1,182712,612.9250522,58.23855817,324882,1287,1.1789,0.1
2021/12/1,185573,612.9250522,58.23855817,322335,1287,1.1772,0.25
2022/1/1,186704,655.7539485,58.23855817,319896,1567,1.1977,0.25
2022/2/1,187066,655.7539485,58.27704246,318054,1567,1.1933,0.5
2022/3/1,187958,655.7539485,58.06335554,316250,1567,1.1953,0.75
2022/4/1,191021,646.8917272,58.73545945,312552,2003,1.1956,0.75
2022/5/1,192942,646.8917272,59.11938818,311637,2003,1.1759,1
2022/6/1,194417,646.8917272,59.102024,310466,2003,1.165,1.25
2022/7/1,199323,694.9485968,58.9988988,307713,1800,1.1777,1.25
2022/8/1,200868,694.9485968,58.65908673,305925,1800,1.1834,1.75
2022/9/1,202921,694.9485968,58.29730121,304294,1800,1.1447,2.25
2022/10/1,202008,696.0732544,58.2179225,301628,1227,1.1493,2.25
2022/11/1,202872,696.0732544,58.23631432,300084,1227,1.1505,3
2022/12/1,200795,696.0732544,58.23631432,298479,1227,1.1512,3.5
2023/1/1,197527,686.3461507,58.23631432,296389,1447,1.1352,3.5
2023/2/1,196497,686.3461507,58.30447847,294959,1447,1.1289,4
2023/3/1,194453,686.3461507,59.53442204,293297,1447,1.133,4.25
2023/4/1,194385,718.7746169,59.76920478,290658,2773,1.1347,4.25
2023/5/1,196419,718.7746169,59.75160275,290092,2773,1.1495,4.5
2023/6/1,197880,718.7746169,59.70813679,289108,2773,1.165,5
2023/7/1,199014,718.7746169,58.82999715,287066,1270,1.1651,5
2023/8/1,200408,718.7746169,58.79002713,286401,1270,1.1643,5.25
2023/9/1,200657,718.7746169,59.17714849,284800,1270,1.1605,5.25
2023/10/1,200939,718.7746169,59.1854937,284320,840,1.1523,5.25
2023/11/1,199536,718.7746169,59.2951275,282805,840,1.1492,5.25
2023/12/1,200245,718.7746169,59.2951275,281044,840,1.1604,5.25
2024/1/1,196802,717.5673912,59.2951275,279951,873,1.1653,5.25
2024/2/1,196434,717.5673912,59.45329485,279347,873,1.1702,5.25
2024/3/1,198797,717.5673912,58.53342091,276691,873,1.1693,5.25
2024/4/1,198911,736.9183084,58.68751918,275490,973,1.1671,5.25
2024/5/1,203260,736.9183084,58.1813868,274787,973,1.1685,5.25
2024/6/1,202296,736.9183084,58.57575897,271644,973,1.1811,5.25
2024/7/1,203984,755.4768758,58.5297182,267889,1250,1.186,5.25
2024/8/1,208809,755.4768758,59.81312366,262423,1250,1.1741,5
2024/9/1,209297,755.4768758,59.52717583,255248,1250,1.1903,5
2024/10/1,209660,755.4768758,59.22291185,250966,843,1.1972,5
2024/11/1,211627,755.4768758,58.72806118,244404,843,1.1998,4.75
2024/12/1,210503,755.4768758,58.72806118,240805,843,1.2079,4.75
